objectid,SHAPE__Area,SHAPE__Length,fldn_area,fldn_bgng_tm,fldn_bgng_ymd,fldn_cs_dtl_nm,fldn_dowa,fldn_dst_nm,fldn_end_tm,fldn_end_ymd,fldn_grade,fldn_yr,sn,stdg_ctpv_cd,stdg_sgg_cd
144,17822.413070025,560.9910036687089,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,55,47,47130
145,7629.66290241,412.3114949483104,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.88,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,260,47,47130
146,966.43712904,143.67381617885536,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.85,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,258,47,47130
147,2506.166603365,264.1303678276478,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.2,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,88,47,47130
148,2205.126383525,238.7745023176816,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.26,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,241,47,47130
149,21256.087932115,752.1321761925361,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,309,47,47130
150,3896.037103555,369.8077621336441,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.38,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,206,47,47130
151,13725.51509781,494.4123503218885,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,8,47,47130
152,2024.500016895,210.39697552976307,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.25,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,72,47,47130
153,12688.8294416,624.6927336781015,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.25,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,262,47,47130
154,15788.18870625,551.6183474705466,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.11,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,119,47,47130
155,413.532283395,142.964787089501,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.38,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,180,47,47130
157,4924.857178025,329.64195530269313,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.15,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,21,47,47130
158,1003.808177295,220.06364313044693,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,305,47,47130
159,24023.804781585,627.1089662327764,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,46,47,47130
160,3891.596534685,256.46021970113935,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,218,47,47130
161,374.825736155,97.57626707222543,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.31,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,50,47,47130
162,32277.17911683,878.7030591881282,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,285,47,47130
163,9272.88558335,449.9584905480615,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.41,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,240,47,47130
164,12382.61619862,447.93684174488226,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.2,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,9,47,47130
165,2764.02917055,222.2701323362694,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.88,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,20,47,47130
166,38632.44082426,862.4651307515841,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.21,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,157,47,47130
167,21965.987745475,603.2755253693201,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.15,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,161,47,47130
168,20133.90312246,654.6011914991157,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.68,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,268,47,47130
169,2177.11127445,230.0238252449979,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,89,47,47130
170,8518.070532725,543.2192705493661,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,203,47,47130
171,2418.0058998,240.9305155626758,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,170,47,47130
172,4174.18403445,283.6605121857768,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,192,47,47130
173,6564.70762051,364.2189420614868,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.25,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,290,47,47130
174,3478.689956845,272.4449215914708,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.25,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,308,47,47130
175,1555.71020911,305.010041007306,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.95,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,13,47,47130
176,43024.407908835,829.8415641840267,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,71,47,47130
177,293.512669835,71.61468826351897,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,312,47,47130
178,18993.150562435,579.7143819240841,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.24,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,118,47,47130
179,7434.491105985,392.6540593625168,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,175,47,47130
180,3834.34760847,345.4533418976319,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,98,47,47130
181,4888.388121505,274.28501002810225,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.31,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,52,47,47130
182,6444.166908315,355.01576665147144,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.15,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,91,47,47130
183,7102.38238651,505.29544932095837,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,296,47,47130
184,6542.246989865,349.72297957176113,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,18,47,47130
185,7552.10856994,372.1737994765078,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.86,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,28,47,47130
186,3574.55635578,257.5879772800809,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,169,47,47130
187,14145.56342368,486.2306845014153,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,16,47,47130
188,5348.24992653,470.64073471156024,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.38,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,85,47,47130
189,6210.07601666,323.95791123562196,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.12,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,73,47,47130
190,7416.68094025,367.75949052305276,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,292,47,47130
191,4023.465508735,305.58945909113424,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,223,47,47130
192,8116.870370755,577.0828698425277,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.38,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,84,47,47130
193,18185.64193652,530.2711578261243,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.24,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,209,47,47130
194,3380.174780845,263.1722103018206,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.61,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,79,47,47130
195,4983.46531602,368.5131945672866,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.85,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,45,47,47130
208,3100.47772408,260.64386817185493,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.71,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,75,47,47130
200,13144.28158579,549.5911294760863,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.71,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,270,47,47130
201,664.42921014,160.51607616855895,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.38,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,282,47,47130
202,92032.467744565,1719.561693343861,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.24,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,95,47,47130
203,57982.253514665,1191.0440078880358,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.71,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,86,47,47130
204,4286.58131948,285.17938683860245,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.86,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,171,47,47130
205,11547.97319523,522.8882214064253,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.72,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,96,47,47130
206,94375.527796875,1464.9985261988377,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,69,47,47130
207,26169.453367575,733.1352247746439,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.38,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,43,47,47130
209,9868.345995545,431.2262811196834,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.62,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,249,47,47130
210,10017.857125335,443.27934633949866,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.15,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,172,47,47130
211,9875.74151178,557.1080807604465,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.18,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,198,47,47130
212,7183.630659105,405.0664046392726,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.86,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,132,47,47130
213,6187.73367027,334.2120203749226,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.38,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,302,47,47130
214,2860.15398557,254.8727518573505,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.25,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,26,47,47130
215,21549.440630805,585.4594093197065,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,221,47,47130
216,5578.46938988,334.8398727101174,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,130,47,47130
217,2100.47902957,188.48080439126008,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.15,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,11,47,47130
218,430.878595775,86.10586251858557,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.85,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,114,47,47130
219,5758.38505462,338.2760238942657,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.38,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,310,47,47130
220,1185.090832395,163.9285453374103,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,14,47,47130
221,3282.487713825,229.38531872210964,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.72,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,120,47,47130
222,8077.310267815,767.9363840128749,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.61,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,22,47,47130
223,450.11305543,128.77968852367778,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.64,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,117,47,47130
224,13296.734122455,488.4867893219072,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,200,47,47130
225,12205.532809345,467.07625364612767,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.61,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,255,47,47130
226,2504.4952848,204.28748987987115,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.2,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,279,47,47130
227,5363.682790465,315.28940335647997,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.86,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,213,47,47130
